imgUrl,category_name,name,base_price,category,description,stock
https://m.media-amazon.com/images/I/61W-i8jOKkL._AC_UL320_.jpg,Girls' Jewelry,Puerto Rico Map Necklace Stainless Steel Puerto Ricans Flag Pendant Necklace,7.99,Girls' Jewelry,"Show your pride for Puerto Rico with this stunning stainless steel necklace featuring a detailed map of the island and a flag pendant. This elegant piece is perfect for any Puerto Rican looking to carry a piece of home with them wherever they go. Whether as a gift or for yourself, this necklace is a beautiful way to celebrate your heritage.",106
https://m.media-amazon.com/images/I/61hSjMtLB2L._AC_UL320_.jpg,Girls' Jewelry,"Gymnastics Bracelet, Gymnastics Jewelry, Purple Infinity Love Charm Bracelet for Gymnasts",10.99,Girls' Jewelry,"Elevate your gymnastics style with this stunning Gymnastics Bracelet featuring a vibrant purple infinity love charm. Crafted for gymnasts who are passionate about their sport, this elegant piece of Gymnastics Jewelry is the perfect accessory to showcase your love for gymnastics both on and off the mat. Embrace your inner athlete and add a touch of grace and strength to your ensemble with this beautiful bracelet.",534
https://m.media-amazon.com/images/I/51MJ9bphP1L._AC_UL320_.jpg,Girls' Jewelry,Sterling Silver Heart Shaped and Four Leaf Clover Convertible Pendant Necklace Crystals Jewelry for Women Girls,35.99,Girls' Jewelry,"Elevate your style with this exquisite Sterling Silver Heart Shaped and Four Leaf Clover Convertible Pendant Necklace adorned with shimmering crystals. Perfect for women and girls alike, this versatile piece can be worn in multiple ways, adding a touch of elegance and charm to any outfit. Embrace luck and love with this stunning necklace that is sure to turn heads wherever you go.",474
https://m.media-amazon.com/images/I/61lQ5+bD4jL._AC_UL320_.jpg,Girls' Jewelry,"Fishbone Earrings, Fish Bone Dangle Earrings for Women, Bohemian Fish Skeleton Earrings, Mermaid Tail Stud Earrings Beach Fish Boho Jewelry, Ocean Fish Animal Drop Earrings for Girls, Cute Fish Statement Earrings Accessories Gift",16.99,Girls' Jewelry,"Make a splash with these unique Fishbone Earrings that will add a touch of whimsy to your outfit. Featuring fish bone dangle design, these bohemian-inspired earrings are perfect for women who love to make a statement. Whether you're a beach babe or a mermaid at heart, these ocean-inspired earrings are a must-have accessory for any girl who loves cute and playful jewelry.",666
https://m.media-amazon.com/images/I/714wv1Wty0L._AC_UL320_.jpg,Girls' Jewelry,"Raven Necklace, Wiccan Raven Triple Moon Goddess Charm Pendant, Raven Jewelry Gift for Men and Women",11.99,Girls' Jewelry,"Embrace the mystical allure of the raven with this enchanting Wiccan Raven Triple Moon Goddess Charm Pendant. Crafted with intricate detail, this necklace is the perfect accessory for those drawn to the magic of the raven and the divine feminine energy of the triple moon goddess. An ideal gift for both men and women who appreciate the spiritual symbolism and beauty of nature-inspired jewelry.",320
https://m.media-amazon.com/images/I/714mErkfMJL._AC_UL320_.jpg,Girls' Jewelry,"925 Sterling Silver Opal Hawaiian Plumeria Flower Wedding Band Promise Ring, White Blue Opal, Nickel Free Hypoallergenic for Sensitive Skin, Gift Box Included",34.99,Girls' Jewelry,"Elegantly crafted with 925 sterling silver and adorned with stunning white and blue opal, this Hawaiian Plumeria Flower Wedding Band Promise Ring exudes timeless beauty and charm. Perfect for those with sensitive skin, this nickel-free and hypoallergenic ring ensures comfort and style all day long. Give the gift of everlasting love with this exquisite ring, beautifully presented in a gift box for a memorable touch.",677
https://m.media-amazon.com/images/I/61Fi3Cfgl1L._AC_UL320_.jpg,Girls' Jewelry,Sloth/Cow/Panda/Elephant/Frog Hoop Earrings 925 Sterling Silver Earrings Jewelry for Women Girl Gift,34.99,Girls' Jewelry,"Add a touch of whimsy and charm to your jewelry collection with these adorable Sloth, Cow, Panda, Elephant, Frog hoop earrings. Crafted from high-quality 925 sterling silver, these earrings are perfect for women and girls who love unique and playful accessories. Give the gift of style and fun with these delightful animal-themed earrings that are sure to bring a smile to anyone's face.",50
https://m.media-amazon.com/images/I/61F8bhxyyQL._AC_UL320_.jpg,Girls' Jewelry,Jewelry Sterling Silver Bohemian Lotus Blossom Flower Stud Earrings,19.99,Girls' Jewelry,"Elevate your style with these exquisite Sterling Silver Bohemian Lotus Blossom Flower Stud Earrings. Crafted with intricate details and a touch of bohemian charm, these earrings are perfect for adding a touch of elegance to any outfit. Whether you're dressing up for a special occasion or simply want to elevate your everyday look, these earrings are sure to make a statement.",842
https://m.media-amazon.com/images/I/4170JJgjqeS._AC_UL320_.jpg,Girls' Jewelry,Stainless Steel Irregular Shape Ocean Waved Surface Promise Statement Anniversary Ring,7.99,Girls' Jewelry,"Make a statement with this stunning Stainless Steel Ocean Waved Surface Promise Ring. Its unique irregular shape and intricate design symbolize everlasting love and commitment, making it the perfect choice for an anniversary or special occasion. Crafted with high-quality stainless steel, this ring is not only stylish but also durable, ensuring it will be cherished for years to come.",595
https://m.media-amazon.com/images/I/71XyRXryIrL._AC_UL320_.jpg,Girls' Jewelry,She Believed She Could So She Did Expandable Bangle Birthstone Charm Stainless Steel Cuff Bracelet,14.99,Girls' Jewelry,"Elevate your style with our empowering ""She Believed She Could So She Did"" expandable bangle cuff bracelet, featuring a birthstone charm. Crafted from durable stainless steel, this elegant piece serves as a daily reminder of your strength and determination. Embrace your inner power and showcase your individuality with this meaningful accessory.",845
https://m.media-amazon.com/images/I/61WbrgEbmuL._AC_UL320_.jpg,Girls' Jewelry,Writer Gift Writer Charm Bracelet A Writer is A World Trapped in A Person Literary Gift for Author Novelist Writing Jewelry for Her,13.66,Girls' Jewelry,"Celebrate the creative spirit of a writer with this exquisite Writer Charm Bracelet. Each charm represents the unique essence of a writer - a world trapped in a person, ready to be unleashed through words. This literary gift is perfect for authors, novelists, and anyone who finds solace in the art of writing, making it a thoughtful and inspiring piece of jewelry for her collection.",445
https://m.media-amazon.com/images/I/71Tq1EiqbkL._AC_UL320_.jpg,Girls' Jewelry,Retro Shining Big Crystal Rhinestone Chain Elasticity Stretch Bracelets Bohemian Charm Delicate Bangle Bracelet 20s Accessories Jewelry Wedding for Women Girls Silver Plated,13.99,Girls' Jewelry,"Elevate your look with this stunning Retro Shining Big Crystal Rhinestone Chain Bracelet. The intricate design features delicate bohemian charms and a stretchy, elastic band for a comfortable fit. Perfect for weddings, parties, or everyday wear, this silver-plated bracelet will add a touch of glamour to any outfit, making it a must-have accessory for women and girls alike.",675
https://m.media-amazon.com/images/I/61OVr39mRXL._AC_UL320_.jpg,Girls' Jewelry,Moon Phase Necklace 925 Sterling Silver Cresent Moon Necklace Moon Charm Jewelry Gifts for Women Girls Teens,32.99,Girls' Jewelry,"This exquisite Moon Phase Necklace crafted from 925 Sterling Silver features a beautiful crescent moon charm, making it a perfect accessory for women, girls, and teens alike. Embrace the mystical allure of the moon phases with this stunning piece of jewelry, ideal for gifting to a loved one or treating yourself to a touch of celestial elegance. Elevate your style and channel lunar energy with this timeless necklace that is sure to captivate all who behold it.",800
https://m.media-amazon.com/images/I/81ts7fyJ7cL._AC_UL320_.jpg,Girls' Jewelry,Earrings Gold Plated Elegant Traditional Wedding Festive Wear Pearl Polki Ad Cz Handmade Meena Work Faux Kundan Floral Enamel Jhumka Jhumki Indian Ethnic Fashion Jewelry,15.99,Girls' Jewelry,"Make a statement with these stunning Gold Plated Traditional Wedding Earrings. Handmade with intricate Meena work, faux Kundan, and sparkling CZ stones, these elegant jhumka jhumki earrings are perfect for adding a touch of Indian ethnic flair to your festive attire. Adorned with pearls, Polki stones, and floral enamel details, these earrings are a true masterpiece of craftsmanship and are sure to elevate your fashion jewelry collection.",198
https://m.media-amazon.com/images/I/61qBuNqIa1L._AC_UL320_.jpg,Girls' Jewelry,Butterfly Ring for Women Gold Adjustable Cubic Zirconia Ring Jewelry Sparkling Sterling Silver Open Statement Ring,14.99,Girls' Jewelry,"Elevate your style with our stunning Butterfly Ring for Women, featuring a dazzling arrangement of cubic zirconia stones set in luxurious gold and sterling silver. This adjustable open statement ring is designed to capture attention and add a touch of elegance to any outfit. Embrace your inner beauty and grace with this sparkling accessory that is sure to make you stand out in any crowd.",228
https://m.media-amazon.com/images/I/8141hdsi03L._AC_UL320_.jpg,Girls' Jewelry,Pinky Promise Friendship Gifts for Best Friend Platinum Plated Matching Bracelets for Couples Sister Mother and Daughter Valentines Day Gifts for Her,11.99,Girls' Jewelry,"Celebrate the unbreakable bond of friendship with these Pinky Promise Friendship Bracelets - a perfect gift for your best friend, sister, mother, or daughter. Crafted with platinum plating, these matching bracelets symbolize the promise to always be there for each other. Show your love and appreciation with these thoughtful bracelets, ideal for Valentine's Day or any special occasion.",699
https://m.media-amazon.com/images/I/51Pzpb9ZQDL._AC_UL320_.jpg,Girls' Jewelry,Frog Earrings for Teen Girls Vintage Frog Shaped Stud Earrings Animal Earrings for Women Vintage Hypoallergenic Frog Jewelry for Gifts,8.99,Girls' Jewelry,"Add a touch of whimsy and style to any outfit with these adorable Frog Shaped Stud Earrings. Perfect for teen girls and women who love unique accessories, these vintage-inspired earrings are both charming and hypoallergenic, making them a great gift for any occasion. Embrace your love for nature and fashion with these delightful Frog Earrings that are sure to make a statement wherever you go.",750
https://m.media-amazon.com/images/I/61vGprc6KPL._AC_UL320_.jpg,Girls' Jewelry,"Cz Moon Star Rings for Women - Open Ring AAAA Cubic Zirconia Moon and Star Open Band Ring, Adjustable for US 5-9",14.99,Girls' Jewelry,"Elevate your style with our stunning CZ Moon Star Rings for Women. This exquisite open ring features AAAA cubic zirconia adorned moon and star design, adding a touch of celestial charm to any outfit. With its adjustable band, it's the perfect accessory for any finger size from US 5 to 9.",574
https://m.media-amazon.com/images/I/51ijrZgNb0L._AC_UL320_.jpg,Girls' Jewelry,Stainless Steel Classical Simple Plain Blank Open Clasp Bangle Bracelet,9.99,Girls' Jewelry,"Elevate your everyday look with this timeless Stainless Steel Classical Bangle Bracelet. The sleek and simple design features a blank open clasp for easy wear and a touch of sophistication. Crafted from high-quality stainless steel, this bracelet is durable and versatile, making it a perfect accessory for any occasion.",525
https://m.media-amazon.com/images/I/71jIFXaMqBL._AC_UL320_.jpg,Girls' Jewelry,2Pcs Rhinstone Hoop Earrings Lymphatic Magnetotherapy Earrings Flysmus Halolux Lymphvity Germanium Earrings Lymphvity Therapy Germanium Earrings Lymph Drainage Earrings Gift's for Girlfriend,9.99,Girls' Jewelry,Elevate her style and well-being with these 2Pcs Rhinestone Hoop Earrings infused with lymphatic magnetotherapy and Germanium technology. The Flysmus Halolux design not only adds a touch of glamour but also promotes lymphatic drainage and overall wellness. Give the gift of beauty and health to your girlfriend with these luxurious and innovative earrings.,933
https://m.media-amazon.com/images/I/51RwG-vOt7L._AC_UL320_.jpg,Girls' Jewelry,"Simple Natural Jade Earrings and Necklace jewelry set for Women,18k Gold plated spiritual jewelry, gift for her（gold hoop earrings and necklace",21.89,Girls' Jewelry,"Elevate your style with this stunning Simple Natural Jade Earrings and Necklace jewelry set. Crafted with genuine jade stones and 18k gold plating, this set exudes elegance and spirituality. The perfect gift for her, these gold hoop earrings and necklace will add a touch of sophistication to any outfit.",535
https://m.media-amazon.com/images/I/61tMDt63AcL._AC_UL320_.jpg,Girls' Jewelry,3D Strawberry Earring Set for Women Simulation Fruit Strawberry Acrylic Necklace Earrings Ring Red Strawberry Pendant Earrings 3D Red Strawberry Dangle Necklace for Teen Girls,9.99,Girls' Jewelry,"Add a sweet touch to your outfit with this adorable 3D Strawberry Earring Set. The set includes a pair of strawberry pendant earrings, a matching necklace, and a cute ring, all made from high-quality acrylic. Perfect for teen girls and women who love fun and unique jewelry pieces that stand out.",450
https://m.media-amazon.com/images/I/41SbqhFbXNL._AC_UL320_.jpg,Girls' Jewelry,925 Sterling Silver Cubic Zirconia Stud 2mm Baby Earrings with Safety Screw Backs For Toddlers - Safe & Classic Baby Earrings Gift - Safe for Sensitive Pierced Ears,20.0,Girls' Jewelry,"These 925 Sterling Silver Cubic Zirconia Stud Baby Earrings are the perfect combination of safety and style for your little one. With a delicate 2mm size and safety screw backs, these earrings are designed to be comfortable and secure for toddlers. Give the gift of timeless elegance with these safe and classic baby earrings, suitable for even the most sensitive pierced ears.",470
https://m.media-amazon.com/images/I/41k6L6xR-jL._AC_UL320_.jpg,Girls' Jewelry,"Natural Rainbow Moonstone tcw 8.0 Pendant 1.6"" 925 Solid Silver",24.5,Girls' Jewelry,"Elevate your style with this stunning Natural Rainbow Moonstone Pendant, showcasing a mesmerizing 8.0 carat gemstone set in 925 Solid Silver. The iridescent hues of the Rainbow Moonstone shimmer beautifully against the silver setting, creating a timeless and elegant piece that will add a touch of magic to any outfit. At 1.6 inches in length, this pendant is the perfect accessory to bring a touch of ethereal beauty to your everyday look.",960
https://m.media-amazon.com/images/I/715FT9F6t8L._AC_UL320_.jpg,Girls' Jewelry,"Jagucho Leather Earrings Dangle for Women, Lightweight Hoop Earrings Drop for Teen Girls, Gifts for Women",11.35,Girls' Jewelry,"Elevate your style with the Jagucho Leather Earrings Dangle, designed for the fashion-forward woman. These lightweight hoop earrings boast a chic drop design that is perfect for teen girls and women alike. Give the gift of effortless elegance with these stunning earrings that are sure to make a statement.",982
https://m.media-amazon.com/images/I/71Wqg4KPWHL._AC_UL320_.jpg,Girls' Jewelry,CHOROY Flight Attendants Bracelet Gift Pilot Gift Aviation Jewelry Graduation Gift for Flight School Student,12.69,Girls' Jewelry,"Celebrate the journey of aspiring flight school students and aviation enthusiasts with the CHOROY Flight Attendants Bracelet. This elegant piece of aviation jewelry makes for a thoughtful graduation gift or a special token of appreciation for pilots. With its sleek design and symbolic charm, this bracelet is the perfect accessory for those passionate about the sky and the adventures that await.",89
https://m.media-amazon.com/images/I/61IMrBxAXUL._AC_UL320_.jpg,Girls' Jewelry,Sterling Silver Infinity Necklace for Women - Simple Dainty Cute Infinity Heart/Cross/CZ/Freshwater Pendant with Silver Rolo Chain - Eternity Love Infinity Jewelry for Mom Wife Daughter,22.99,Girls' Jewelry,"Elevate your loved one's style with this exquisite Sterling Silver Infinity Necklace. Featuring a delicate and charming design with options for an infinity heart, cross, CZ, or freshwater pendant, this piece symbolizes eternal love and connection. Perfect for mothers, wives, and daughters, this dainty necklace will make a meaningful and timeless gift that will be cherished for years to come.",582
https://m.media-amazon.com/images/I/61PZJzXDDBL._AC_UL320_.jpg,Girls' Jewelry,To My Daughter Cross Ring Pray Through It Cross Ring for Daughter Adjustable Double Cross Ring Baptism Ring Gift for Daughter form Mom Dad Gold,9.99,Girls' Jewelry,"Celebrate your daughter's faith journey with the To My Daughter Cross Ring. This adjustable double cross ring is a thoughtful baptism gift from both mom and dad, featuring a beautiful design that symbolizes strength and guidance through prayer. Crafted in elegant gold, this meaningful ring serves as a reminder for your daughter to always pray through life's challenges and triumphs.",126
https://m.media-amazon.com/images/I/719R85X8nZL._AC_UL320_.jpg,Girls' Jewelry,Cheerleader Necklace for Girls Teen Little Girls Charm Jewelry for Cheer Coach Cheerleader Necklaces,10.89,Girls' Jewelry,"Elevate your cheerleader's spirit with this stunning Cheerleader Necklace! Perfect for girls, teens, and little ones, this charming piece of jewelry is sure to inspire confidence and team spirit. Whether it's a gift for your cheer coach or a special treat for your cheerleader, this necklace is a stylish way to show off their love for cheerleading.",795
https://m.media-amazon.com/images/I/61yEdM4o3ZL._AC_UL320_.jpg,Girls' Jewelry,Wooden Round Geometric Earrings Retro Hollow Out Circle Earrings Big Lightweight Statement Jewelry Suitable for Women and Girls,7.99,Girls' Jewelry,"Elevate your style with these stunning Wooden Round Geometric Earrings! Featuring a retro hollow out circle design, these big lightweight statement earrings are the perfect accessory for any outfit. Suitable for women and girls, these earrings will add a touch of elegance and charm to your look.",25
https://m.media-amazon.com/images/I/61UKRmahvTL._AC_UL320_.jpg,Girls' Jewelry,Love Cheerleading Pendant Cheer Cheerleader Necklace Gifts Jewelry for Girls Teens Women,8.99,Girls' Jewelry,"Celebrate the spirit of cheerleading with this stunning Love Cheerleading Pendant Necklace. Perfect for cheerleaders of all ages, this elegant piece of jewelry is a thoughtful gift for girls, teens, and women who embody the passion and energy of the sport. Let this necklace serve as a daily reminder to cheer loud, cheer proud, and spread positivity wherever you go.",683
https://m.media-amazon.com/images/I/614Js8vno4L._AC_UL320_.jpg,Girls' Jewelry,81 Pcs Ear Cuff Helix Cartilage Ear Clip on Wrap Earrings Ear Cuffs for Women Men Non Piercing Ear Clip Fake Girls Earrings Cartilage(Gold/Silver/Black),6.9,Girls' Jewelry,"Enhance your style with these trendy 81 Pcs Ear Cuff Helix Cartilage Ear Clip on Wrap Earrings. Perfect for both women and men, these non-piercing ear cuffs offer a unique and fashionable look. Available in gold, silver, and black, these fake earrings are a versatile addition to your jewelry collection.",623
https://m.media-amazon.com/images/I/51T8XWanG+L._AC_UL320_.jpg,Girls' Jewelry,"Dolphin/Sea Turtle Necklace 925 Sterling Silver Hawaii Ocean Animal Pendant Necklace,Ocean Dolphin Turtle Jewelry Gifts for Women Girls",29.99,Girls' Jewelry,"Evoke the beauty of the ocean with this stunning Dolphin/Sea Turtle Necklace crafted from 925 sterling silver. Perfect for ocean lovers, this intricately designed pendant captures the grace and elegance of these beloved sea creatures. Give the gift of ocean-inspired jewelry to women and girls who appreciate the wonders of the deep blue sea.",805
https://m.media-amazon.com/images/I/7108chfoFzL._AC_UL320_.jpg,Girls' Jewelry,4 Pairs Imitation Cartoon Food Earrings Resin Popcorn Ice Cream Chocolate Donut Dangle Earrings for Daughter Girls Kids Friends Set,9.99,Girls' Jewelry,"Add a dash of fun to your little one's accessory collection with these adorable 4 Pairs Imitation Cartoon Food Earrings! Featuring cute designs of popcorn, ice cream, chocolate, and donuts, these dangle earrings are perfect for daughters, girls, and friends who love playful and unique jewelry. Crafted from high-quality resin, these earrings are lightweight and comfortable to wear all day long.",7
https://m.media-amazon.com/images/I/616UNCRqYHL._AC_UL320_.jpg,Girls' Jewelry,3 Pairs Chic Charm Gold Metal Dinosaur Stud Earrings Sets Cute Tiny Silver Hypoallergenic Animal Earrings for Women Girls,6.99,Girls' Jewelry,"Add a touch of whimsy to your look with these adorable Chic Charm Dinosaur Stud Earrings Sets. Made from high-quality gold and silver metals, these hypoallergenic earrings are perfect for women and girls who love unique accessories. Whether you wear them individually or mix and match, these tiny dinosaur earrings are sure to make a statement wherever you go.",23
https://m.media-amazon.com/images/I/51AOJX2zh3L._AC_UL320_.jpg,Girls' Jewelry,Promise Rings Jewelry 925 Sterling Silver Couple Rings Paved with Cubic Zirconia Rings Size 6 Dainty Engagement Wedding Promise Band Rings for Women Girls Birthday Valentine's Day Ring Gift…,16.99,Girls' Jewelry,"Celebrate love with these exquisite Promise Rings crafted in 925 Sterling Silver, designed for couples to express their commitment and devotion. Embellished with sparkling Cubic Zirconia stones, these dainty rings in Size 6 are perfect for engagements, weddings, birthdays, or as a heartfelt Valentine's Day gift for women and girls. Make a lasting promise with these stunning rings that symbolize everlasting love and unity.",550
https://m.media-amazon.com/images/I/51kaYD603cL._AC_UL320_.jpg,Girls' Jewelry,Cat Gifts Angel Wing Cat Necklace Jewelry For Women Teen Girls Crescent Half Moon Pendant Necklace,7.99,Girls' Jewelry,"This exquisite Angel Wing Cat Necklace is the perfect gift for cat lovers and feline enthusiasts. Featuring a stunning design of a crescent half moon pendant with intricate angel wing details, this piece is both elegant and whimsical. Ideal for women and teen girls who appreciate unique and meaningful jewelry, this necklace is sure to be a cherished addition to any jewelry collection.",926
https://m.media-amazon.com/images/I/61Xyua9CQ3L._AC_UL320_.jpg,Girls' Jewelry,"Pearl Necklaces for Women,14K Real Gold Plated Dainty Cute Pearl Necklace for Women and Teen Girls Handmade Pearl Chain Necklace Everyday Jewelry Gift",12.59,Girls' Jewelry,"Elevate your everyday style with our exquisite Pearl Necklace for Women. Crafted with 14K Real Gold Plating, this dainty and cute necklace adds a touch of elegance to any outfit. Handmade with love, this pearl chain necklace makes a perfect gift for women and teen girls who appreciate timeless beauty and sophistication.",673
https://m.media-amazon.com/images/I/51l22uBd5SL._AC_UL320_.jpg,Girls' Jewelry,Cross Necklace for Women 18K Gold Necklace Jewelry for Women Trendy Double Cross Necklace for Girls Y2k Chains,15.86,Girls' Jewelry,"Add a touch of elegance and style to your look with this stunning Cross Necklace for Women. Crafted in 18K gold, this trendy piece features a double cross design that is perfect for girls with a Y2k fashion sense. Elevate any outfit with this chic and versatile necklace that is sure to make a statement wherever you go.",525
https://m.media-amazon.com/images/I/61aLWYYmG-L._AC_UL320_.jpg,Girls' Jewelry,Christian Jewelry Cross Charm Bracelet Bible Verse Isaiah 40:31 Faith Jewelry Religious Gift for Women Girls,15.68,Girls' Jewelry,"Elevate your style and faith with this exquisite Christian Jewelry Cross Charm Bracelet featuring a delicate design and a powerful Bible verse inscription from Isaiah 40:31. This faith-inspired accessory serves as a beautiful reminder of strength and hope, making it a perfect religious gift for women and girls who seek to carry their faith with them every day. Embrace the timeless elegance and spiritual significance of this stunning bracelet.",258
https://m.media-amazon.com/images/I/51IsEjy9dAL._AC_UL320_.jpg,Girls' Jewelry,2 Pcs Hip Hop Rhinestone Necklace Shiny Cuban Link Chain Choker Bling Collar Chains Chunky Necklace Bracelet Fashion Punk Lock Pendant Cool Jewelry Gifts Nightclub Jewelry for Women and Girls,6.99,Girls' Jewelry,"Elevate your style with this dazzling set of 2 Hip Hop Rhinestone Necklaces, featuring shiny Cuban link chains and a bold lock pendant. This chunky collar chain set exudes glamour and edge, perfect for adding a touch of bling to your outfit. Whether for a night out at the club or a special gift, these fashion-forward pieces are sure to make a statement for women and girls alike.",968
https://m.media-amazon.com/images/I/711P9Jp+-ZL._AC_UL320_.jpg,Girls' Jewelry,ASHMITA Leather Teardrop/Leaf Earrings for Women Girls Dangle Petal Earring Set,10.59,Girls' Jewelry,"Elevate your style with the ASHMITA Leather Teardrop/Leaf Earrings, a stunning set designed for women and girls alike. These dangle petal earrings exude a blend of elegance and charm, perfect for adding a touch of sophistication to any outfit. Crafted with quality leather, these earrings are lightweight and comfortable to wear all day long.",449
https://m.media-amazon.com/images/I/61lucrwAhNL._AC_UL320_.jpg,Girls' Jewelry,Mommy to Be Bracelet Expectant Mother Bracelet New Mom Gift Pregnancy Announcement Gift for Mother-to-be,13.86,Girls' Jewelry,"Celebrate the special journey of motherhood with our Mommy to Be Bracelet - the perfect gift for any expecting mother. This meaningful piece serves as a beautiful reminder of the precious life growing inside, making it an ideal pregnancy announcement gift or thoughtful gesture for a new mom. Show your love and support with this elegant and heartfelt bracelet that she will cherish throughout her motherhood journey.",477
https://m.media-amazon.com/images/I/61KKLVfvTWL._AC_UL320_.jpg,Girls' Jewelry,"925 Sterling Silver 14K Butterfly Pendant Necklace, Butterfly Necklace, Gifr for Her, Mothers day Gift, Christmas Gift, Bridesmaid Jewelry Gift",24.99,Girls' Jewelry,"Elevate her style with this exquisite 925 Sterling Silver Butterfly Pendant Necklace, featuring a delicate 14K gold butterfly charm. This stunning piece is the perfect gift for any occasion, whether it's Mother's Day, Christmas, or a thoughtful gesture for your bridesmaids. Show her how much she means to you with this elegant and timeless necklace that she'll cherish for years to come.",66
https://m.media-amazon.com/images/I/61Lpumy0WwL._AC_UL320_.jpg,Girls' Jewelry,Cheerleader Gift Cheer Girl Earring Cheer Coach Gift Cheer Coach Thank You Gift Cheer Earring For Her,12.89,Girls' Jewelry,"Celebrate the spirit of cheerleading with these stunning Cheer Girl earrings, perfect for any cheerleader or coach. Show your appreciation with this thoughtful and stylish gift that will make her feel special and valued. These earrings are the perfect way to say thank you and show your support for all the hard work and dedication she puts into the team.",48
https://m.media-amazon.com/images/I/71JOZvnC2dL._AC_UL320_.jpg,Girls' Jewelry,"Mothers Day Gifts for Mom/Grandma/Nana/Girlfriend/Sister, Infinity Love Bracelet Birthday Wedding Gifts for Women Girls",12.97,Girls' Jewelry,"Celebrate the special women in your life with this stunning Infinity Love Bracelet. Perfect as a Mother's Day gift, birthday present, or wedding gift, this bracelet is a beautiful symbol of everlasting love and connection. Show your mom, grandma, nana, girlfriend, or sister how much they mean to you with this elegant and meaningful piece of jewelry.",206
https://m.media-amazon.com/images/I/61DstTpMqLL._AC_UL320_.jpg,Girls' Jewelry,Easter Bunny Flower Basket Acrylic Earrings Lovely Cute Wooden Rabbit Colorful Mushroom Easter Eggs Dangle Earrings for Women Girls Gift Animal Jewelry Holiday Accessories,5.99,Girls' Jewelry,"Add a touch of whimsy to your outfit with these Easter Bunny Flower Basket Acrylic Earrings. Featuring adorable wooden rabbits, colorful mushrooms, and Easter eggs dangling delicately, these earrings are perfect for women and girls who love unique and charming accessories. Surprise a loved one with these delightful animal-themed earrings, perfect for adding a pop of fun to any holiday outfit.",234
https://m.media-amazon.com/images/I/81kKHQbNmeL._AC_UL320_.jpg,Girls' Jewelry,"Cute Fruit Earrings for Women Multipack,Fun Kawaii Lemon Earrings, Funky Novelty Kiwi Food Earrings,Weird Watermelon Dangle Earrings, Funny Earrings for Teen Girls",11.99,Girls' Jewelry,"Get ready to add a pop of fun and color to your outfit with these adorable fruit earrings multipack! Featuring cute kawaii lemon, funky novelty kiwi, and weird watermelon dangle earrings, this set is perfect for teen girls looking to showcase their unique style. Embrace the playful and quirky side of fashion with these funny and charming earrings that are sure to turn heads wherever you go.",18
https://m.media-amazon.com/images/I/51jH4MOhGCL._AC_UL320_.jpg,Girls' Jewelry,Silver Hoop Earrings for Women Large Hoop Earrings for Girls Chunky Hoops Earrings Jewelry Gift Big Circle with Hypoallergenic Protection,12.0,Girls' Jewelry,"Elevate your style with these stunning Silver Hoop Earrings, perfect for women and girls alike. The large, chunky hoops make a bold statement, while the hypoallergenic protection ensures comfort for all-day wear. Gift these elegant earrings to yourself or a loved one for a timeless addition to any jewelry collection.",805
https://m.media-amazon.com/images/I/41CjxpxoCmL._AC_UL320_.jpg,Girls' Jewelry,2Pcs Stainless Steel Gothic Skull Face Halloween Earrings Punk Coktail Party Biker Stud Earrings For Women Girls Men Boys,6.28,Girls' Jewelry,"Make a bold statement with these 2Pcs Stainless Steel Gothic Skull Face Earrings, perfect for adding a touch of edgy style to your Halloween or cocktail party outfit. These punk-inspired stud earrings are versatile enough to be worn by both women and men, making them a must-have accessory for anyone looking to stand out from the crowd. Embrace your inner biker spirit and rock these unique earrings with confidence!",296
https://m.media-amazon.com/images/I/51dVTWNsIAL._AC_UL320_.jpg,Girls' Jewelry,Clip On Big Extra Large Fake Round Hoop Earrings for Women Teen Girls Non Pierced No Piercing Ear Fashion Simple Circle Huggie Hoops Jewelry Gifts,7.5,Girls' Jewelry,"Make a bold fashion statement with these Clip On Big Extra Large Fake Round Hoop Earrings! Designed for women and teen girls without pierced ears, these non-piercing huggie hoops offer a stylish and hassle-free way to accessorize. Perfect for adding a touch of simple elegance to any outfit, these earrings also make a thoughtful gift for any fashion-forward individual.",367
https://m.media-amazon.com/images/I/61ZR+PVOaYL._AC_UL320_.jpg,Girls' Jewelry,925-Sterling-Silver Adjustable Hug Ring for Women - White Gold Plated Hand Hugging Hug Rings Birthday Christmas Jewelry Gifts for Teen Girl Mom and daughter,25.99,Girls' Jewelry,"This stunning 925-Sterling-Silver Adjustable Hug Ring is a perfect symbol of love and connection. With its elegant white gold plating and unique hand-hugging design, it makes a thoughtful gift for birthdays, Christmas, or any special occasion for teen girls, moms, or daughters. Show your loved ones how much they mean to you with this beautiful piece of jewelry that will be cherished for years to come.",700
https://m.media-amazon.com/images/I/61aLWYYmG-L._AC_UL320_.jpg,Girls' Jewelry,Christian Jewelry Cross Charm Bracelet Bible Verse Isaiah 40:31 Faith Jewelry Religious Gift for Women Girls,15.68,Girls' Jewelry,"Elevate your faith and style with our Christian Jewelry Cross Charm Bracelet featuring a delicate design and a powerful message from Isaiah 40:31. This beautiful piece serves as a daily reminder of strength and hope, making it a meaningful and thoughtful gift for women and girls of all ages. Embrace your faith in a fashionable way with this unique and inspirational accessory.",313
